order_id,user_id,total_amount,order_status,order_date
246,8487,1059.9,Shipped,2025-01-25 12:48:08
247,8934,1053.12,Delivered,2025-01-25 02:39:29
248,9303,1190.17,Cancelled,2025-01-03 07:29:07
249,4088,250.64,Shipped,2025-01-03 14:48:38
250,4791,152.95,Shipped,2025-01-18 21:05:50
251,2063,42.35,Pending,2025-01-01 08:28:56
252,1733,128.73,Shipped,2025-01-03 01:42:51
253,8117,872.0,Delivered,2025-01-03 10:42:02
254,1864,994.0,Cancelled,2025-01-28 16:52:32
255,1946,328.7,Shipped,2025-01-05 17:02:27
256,5252,436.16,Cancelled,2025-01-04 07:50:48
257,2072,399.45,Pending,2025-01-11 07:28:31
258,2480,1357.42,Delivered,2025-01-03 13:35:05
259,3232,1024.26,Cancelled,2025-01-06 21:53:46
260,2018,1423.85,Pending,2025-01-08 04:32:51
261,3007,1314.05,Shipped,2025-01-08 13:50:18
262,8813,627.92,Shipped,2025-01-17 21:02:11
263,4809,1135.08,Pending,2025-01-05 15:50:14
264,1478,717.25,Cancelled,2025-01-06 10:55:59
265,5990,1233.26,Pending,2025-01-12 02:35:17
266,3005,231.45,Delivered,2025-01-20 23:11:09
267,7532,1366.44,Shipped,2025-01-13 07:35:58
268,7855,513.05,Pending,2025-01-02 02:07:13
269,6160,1366.48,Cancelled,2025-01-02 14:44:54
270,5846,96.67,Delivered,2025-01-20 21:59:02
271,5885,1405.39,Delivered,2025-01-17 06:02:27
272,9337,578.88,Delivered,2025-01-25 18:50:53
273,2972,706.3,Pending,2025-01-01 14:54:07
274,5890,107.71,Cancelled,2025-01-06 16:23:34
275,4072,1381.6,Delivered,2025-01-04 00:39:38
276,2537,802.36,Pending,2025-01-14 03:40:38
277,4364,816.59,Shipped,2025-01-09 12:46:05
278,2693,1475.28,Delivered,2025-01-07 06:07:08
279,5200,1319.27,Cancelled,2025-01-22 05:52:24
280,4384,117.43,Shipped,2025-01-03 23:05:08
281,7283,1167.29,Delivered,2025-01-25 15:03:32
282,5854,52.49,Delivered,2025-01-14 21:26:08
283,9355,376.84,Pending,2025-01-14 21:33:18
284,5299,1119.86,Cancelled,2025-01-20 00:26:44
285,7732,929.09,Pending,2025-01-29 13:22:18
286,6372,419.19,Pending,2025-01-12 21:42:15
287,2837,1232.53,Cancelled,2025-01-03 09:46:04
288,4919,252.17,Shipped,2025-01-07 00:57:14
289,9486,509.27,Cancelled,2025-01-11 04:08:05
290,2909,1441.61,Delivered,2025-01-07 13:07:50
291,9738,938.35,Cancelled,2025-01-23 20:18:08
292,8908,1041.07,Delivered,2025-01-23 21:48:47
293,6904,943.75,Delivered,2025-01-23 05:01:06
294,1732,1296.72,Pending,2025-01-09 03:42:33
295,8545,273.31,Cancelled,2025-01-17 05:05:43
296,7489,800.64,Delivered,2025-01-28 00:21:41
297,5373,261.84,Cancelled,2025-01-20 10:38:30
298,2734,702.69,Delivered,2025-01-06 09:01:52
299,8502,893.77,Cancelled,2025-01-12 12:54:33
300,9196,607.59,Delivered,2025-01-09 11:58:01
301,2948,366.89,Cancelled,2025-01-13 11:38:25
302,8469,1467.51,Shipped,2025-01-14 02:05:57
303,2021,944.84,Delivered,2025-01-25 02:00:31
304,7295,864.01,Cancelled,2025-01-02 10:52:03
305,654,35.74,Delivered,2025-01-11 11:51:08
306,2666,897.75,Delivered,2025-01-11 21:31:10
307,6995,802.74,Shipped,2025-01-09 14:45:47
308,2167,217.42,Cancelled,2025-01-11 06:50:16
309,4402,997.95,Pending,2025-01-27 18:48:50
310,5153,452.4,Pending,2025-01-24 06:46:44
311,8898,1240.49,Delivered,2025-01-12 10:21:25
312,5858,1097.62,Shipped,2025-01-02 03:31:15
313,2103,289.79,Delivered,2025-01-22 17:40:46
314,2450,246.22,Delivered,2025-01-14 14:03:00
315,4831,1084.43,Pending,2025-01-02 06:29:45
316,3710,787.52,Pending,2025-01-06 17:09:51
317,1321,1443.24,Shipped,2025-01-04 19:11:01
318,7085,1221.01,Pending,2025-01-29 04:05:15
319,7343,145.96,Delivered,2025-01-23 02:56:59
320,2145,854.63,Delivered,2025-01-12 10:28:49
321,856,421.12,Cancelled,2025-01-15 21:31:41
322,8995,145.08,Pending,2025-01-20 13:13:29
323,3766,1014.47,Delivered,2025-01-02 06:13:49
324,9088,1441.37,Pending,2025-01-08 22:41:44
325,8455,1116.32,Cancelled,2025-01-22 11:12:46
326,8487,704.45,Cancelled,2025-01-25 22:19:16
327,4902,22.46,Pending,2025-01-18 00:35:44
328,7035,234.7,Shipped,2025-01-23 14:25:29
329,1442,438.17,Cancelled,2025-01-29 08:27:39
330,333,262.95,Shipped,2025-01-20 04:23:22
331,8532,543.7,Delivered,2025-01-25 06:30:20
332,6685,1088.13,Shipped,2025-01-01 11:06:02
333,2801,448.46,Delivered,2025-01-18 11:34:21
334,3006,418.12,Pending,2025-01-26 10:31:35
335,6663,1052.01,Cancelled,2025-01-09 23:02:23
336,5252,1256.67,Shipped,2025-01-02 08:24:03
337,9978,645.18,Delivered,2025-01-14 05:17:33
338,1297,968.02,Cancelled,2025-01-22 07:00:40
339,9821,1303.9,Cancelled,2025-01-02 07:50:59
340,4614,412.44,Shipped,2025-01-15 12:55:02
341,207,479.45,Shipped,2025-01-18 15:12:55
342,6811,253.73,Pending,2025-01-13 10:40:39
343,7153,759.04,Delivered,2025-01-13 15:54:50
344,4216,1224.29,Cancelled,2025-01-21 17:12:11
345,2225,1449.86,Pending,2025-01-14 12:35:16
346,5351,532.64,Cancelled,2025-01-01 02:02:54
347,519,353.17,Delivered,2025-01-11 05:17:15
348,6017,1235.38,Delivered,2025-01-15 16:05:37
349,5483,346.51,Delivered,2025-01-25 05:08:55
350,6227,471.43,Delivered,2025-01-10 08:57:47
351,2494,260.79,Shipped,2025-01-26 07:54:47
352,9492,366.88,Pending,2025-01-16 15:04:57
353,7347,111.37,Cancelled,2025-01-02 21:35:22
354,5524,1255.08,Delivered,2025-01-11 22:47:25
355,6086,415.19,Pending,2025-01-12 22:05:01
356,9635,740.68,Delivered,2025-01-01 20:57:52
357,3742,771.63,Cancelled,2025-01-20 06:56:43
358,3323,1474.94,Cancelled,2025-01-06 00:04:57
359,9088,36.72,Delivered,2025-01-29 18:20:37
360,4171,1094.29,Delivered,2025-01-23 17:59:47
361,1894,465.61,Cancelled,2025-01-04 15:06:26
362,9491,23.8,Shipped,2025-01-20 05:19:41
363,7134,333.28,Cancelled,2025-01-25 02:27:19
364,2718,1373.56,Cancelled,2025-01-16 17:47:38
365,1863,877.16,Shipped,2025-01-09 23:04:48
366,9961,448.28,Shipped,2025-01-09 12:35:13
367,8370,907.82,Shipped,2025-01-29 05:58:08
368,5668,1410.62,Delivered,2025-01-14 19:11:18
369,1960,815.5,Pending,2025-01-07 20:40:07
370,5567,1410.4,Shipped,2025-01-03 20:46:12
371,6112,846.21,Delivered,2025-01-08 07:04:32
372,3100,1413.82,Shipped,2025-01-13 20:07:11
373,9094,1487.18,Cancelled,2025-01-05 01:01:43
374,8414,1196.46,Shipped,2025-01-22 08:24:24
375,4721,539.89,Delivered,2025-01-25 13:15:30
376,7074,760.06,Shipped,2025-01-02 06:37:53
377,9383,716.44,Cancelled,2025-01-16 10:17:51
378,7396,415.68,Cancelled,2025-01-08 19:07:16
379,5719,1153.9,Shipped,2025-01-25 14:23:24
380,3909,1267.0,Cancelled,2025-01-14 08:21:59
381,8557,1134.33,Cancelled,2025-01-19 02:58:31
382,4805,1102.2,Delivered,2025-01-09 09:02:14
383,7606,53.66,Delivered,2025-01-20 16:03:15
384,3584,1034.62,Delivered,2025-01-04 19:31:27
385,6318,1298.02,Cancelled,2025-01-03 11:33:56
386,5585,830.76,Delivered,2025-01-05 14:33:25
387,9329,163.91,Cancelled,2025-01-12 16:28:09
388,2808,723.33,Shipped,2025-01-29 18:44:39
389,8092,935.89,Pending,2025-01-18 15:20:17
390,7052,1047.33,Delivered,2025-01-27 22:22:43
391,7061,857.52,Pending,2025-01-21 15:15:56
392,1043,78.26,Shipped,2025-01-11 12:56:34
393,2009,979.78,Cancelled,2025-01-19 07:58:47
394,3304,227.79,Shipped,2025-01-04 02:58:44
395,1669,322.68,Cancelled,2025-01-06 07:43:20
396,7842,771.81,Delivered,2025-01-20 21:40:55
397,6327,1158.26,Cancelled,2025-01-12 15:27:44
398,1988,66.49,Cancelled,2025-01-20 15:51:35
399,5397,1250.53,Pending,2025-01-08 06:23:19
400,8210,199.7,Delivered,2025-01-21 22:17:24
401,6843,920.4,Cancelled,2025-01-12 13:59:04
402,5995,994.5,Shipped,2025-01-11 09:17:45
403,40,1181.74,Shipped,2025-01-07 22:27:31
404,4464,611.25,Shipped,2025-01-12 04:41:10
405,8272,757.27,Delivered,2025-01-12 20:12:40
406,7693,1347.64,Cancelled,2025-01-20 17:08:39
407,938,382.74,Delivered,2025-01-19 06:56:46
408,9117,1153.06,Pending,2025-01-18 07:11:20
409,7321,1063.13,Cancelled,2025-01-27 15:38:43
410,2659,1168.32,Pending,2025-01-28 11:17:51
411,8572,1216.09,Shipped,2025-01-18 13:11:02
412,4676,843.86,Pending,2025-01-25 06:28:44
413,699,86.83,Shipped,2025-01-21 17:19:15
414,1993,1350.04,Delivered,2025-01-28 07:41:22
415,193,1153.93,Cancelled,2025-01-08 11:05:50
416,7155,1060.59,Delivered,2025-01-14 02:47:48
417,7677,785.22,Cancelled,2025-01-29 10:53:01
418,6423,1254.87,Shipped,2025-01-14 12:32:11
419,4483,203.45,Cancelled,2025-01-04 02:24:44
420,5749,797.68,Cancelled,2025-01-02 02:45:34
421,4498,1466.3,Pending,2025-01-16 17:24:28
422,546,1026.28,Shipped,2025-01-08 07:47:34
423,5867,1275.81,Pending,2025-01-21 18:45:59
424,6974,70.54,Cancelled,2025-01-24 21:01:20
425,726,1008.38,Pending,2025-01-12 06:30:53
426,2693,519.32,Delivered,2025-01-28 01:18:56
427,956,1122.02,Delivered,2025-01-05 22:27:27
428,1035,1000.96,Pending,2025-01-27 23:50:09
429,8577,1291.71,Pending,2025-01-07 02:17:34
430,7247,213.79,Delivered,2025-01-08 20:59:59
431,3381,607.57,Cancelled,2025-01-17 21:00:40
432,2506,1018.89,Delivered,2025-01-14 14:04:59
433,8823,784.68,Shipped,2025-01-09 18:37:03
434,5459,789.47,Shipped,2025-01-18 07:10:45
435,6515,1498.62,Pending,2025-01-04 19:07:28
436,5358,1367.51,Cancelled,2025-01-02 02:58:07
437,9133,816.66,Delivered,2025-01-05 17:50:36
438,1021,21.59,Shipped,2025-01-11 07:06:35
439,9984,522.22,Shipped,2025-01-16 02:28:02
440,911,581.44,Shipped,2025-01-21 17:16:49
441,5738,605.36,Shipped,2025-01-20 05:38:14
442,3879,589.79,Pending,2025-01-22 23:36:48
443,8402,1166.18,Pending,2025-01-11 01:32:07
444,249,363.99,Shipped,2025-01-22 08:53:18
445,5702,954.49,Delivered,2025-01-28 23:51:03
446,3640,1087.26,Cancelled,2025-01-18 02:19:08
447,4410,1023.16,Delivered,2025-01-17 09:51:58
448,6878,1094.39,Delivered,2025-01-08 13:15:28
449,5433,1170.22,Shipped,2025-01-15 04:13:30
450,466,309.24,Cancelled,2025-01-12 20:22:28
451,3313,1125.89,Pending,2025-01-24 21:52:37
452,2486,488.12,Shipped,2025-01-21 23:47:47
453,4796,1315.73,Pending,2025-01-20 16:29:30
454,391,603.52,Cancelled,2025-01-03 14:41:32
455,3386,999.3,Cancelled,2025-01-18 21:51:06
456,423,443.91,Shipped,2025-01-13 00:50:50
457,7780,311.83,Cancelled,2025-01-08 11:26:16
458,168,440.09,Pending,2025-01-12 02:24:20
459,3704,1464.41,Delivered,2025-01-10 21:03:42
460,712,159.68,Delivered,2025-01-14 06:00:58
461,9078,500.27,Shipped,2025-01-21 23:15:34
462,8202,1479.37,Shipped,2025-01-29 20:09:04
463,5539,1103.31,Pending,2025-01-19 14:53:44
464,4488,908.36,Pending,2025-01-26 06:05:54
465,3037,593.22,Shipped,2025-01-11 18:59:45
466,3819,742.96,Shipped,2025-01-07 06:49:13
467,5078,615.04,Cancelled,2025-01-23 06:22:30
468,8484,640.27,Cancelled,2025-01-16 16:31:22
469,9825,189.5,Pending,2025-01-04 04:14:42
470,8624,626.49,Shipped,2025-01-03 21:54:28
471,3523,744.92,Cancelled,2025-01-18 12:53:23
472,7723,226.59,Pending,2025-01-10 05:22:23
473,6762,1056.64,Delivered,2025-01-07 04:30:16
474,3877,1421.51,Pending,2025-01-03 17:24:38
475,8217,1422.54,Delivered,2025-01-14 06:15:20
476,9640,862.1,Pending,2025-01-26 10:57:06
477,5382,968.19,Delivered,2025-01-15 06:13:02
478,6845,354.86,Cancelled,2025-01-23 16:00:03
479,820,1181.66,Shipped,2025-01-10 01:50:56
480,8450,213.03,Pending,2025-01-23 06:44:21
481,8040,1147.31,Shipped,2025-01-07 23:52:27
482,3082,422.15,Cancelled,2025-01-12 06:33:07
483,6510,979.15,Pending,2025-01-10 09:14:52
484,5578,1244.11,Shipped,2025-01-10 22:56:34
485,4787,1488.71,Shipped,2025-01-11 23:52:11
486,8005,1441.03,Cancelled,2025-01-15 04:12:27
487,7225,505.58,Shipped,2025-01-01 14:00:34
488,4106,1039.48,Delivered,2025-01-12 00:30:13
489,6776,1333.39,Cancelled,2025-01-10 17:29:55
490,975,929.83,Delivered,2025-01-03 23:44:39
491,1341,1217.27,Delivered,2025-01-11 10:42:29
492,1381,747.16,Shipped,2025-01-04 13:31:04
493,538,682.15,Delivered,2025-01-19 20:42:17
494,9167,1364.17,Delivered,2025-01-10 11:22:05
495,4377,147.13,Pending,2025-01-21 20:51:49
496,3095,280.65,Shipped,2025-01-20 10:27:05
497,9551,1249.88,Cancelled,2025-01-14 01:07:47
498,876,894.75,Cancelled,2025-01-26 12:30:48
499,1387,548.25,Delivered,2025-01-11 10:52:40
500,6924,281.99,Shipped,2025-01-12 06:33:37
501,4066,1304.32,Pending,2025-01-05 19:10:15
502,5814,897.9,Pending,2025-01-17 15:43:31
503,8490,775.17,Pending,2025-01-07 12:49:17
504,8150,1412.04,Delivered,2025-01-04 00:16:16
505,5776,366.91,Cancelled,2025-01-18 00:57:02
506,1708,896.45,Cancelled,2025-01-29 09:59:22
507,4196,790.69,Shipped,2025-01-25 14:32:32
508,6467,521.43,Cancelled,2025-01-05 15:57:07
509,330,531.09,Shipped,2025-01-08 22:30:34
510,895,561.33,Pending,2025-01-01 23:51:19
511,2296,911.09,Pending,2025-01-02 19:05:50
