order_item_id,order_id,product_id,quantity,price
216,686,75,5,25.38
217,26313,26,1,227.36
218,12453,10,3,379.58
219,16972,2,2,81.87
220,15814,47,5,460.05
221,4151,40,4,352.64
222,17465,79,3,258.66
223,11589,2,3,309.95
224,16337,73,2,72.6
225,13946,68,4,192.79
226,20060,59,4,39.89
227,2887,54,5,60.46
228,6455,44,2,305.34
229,27444,34,2,227.55
230,2081,27,5,360.78
231,19609,45,4,425.97
232,22320,73,5,134.92
233,1465,34,3,481.15
234,15645,65,5,277.98
235,15832,44,2,411.44
236,17447,6,4,111.12
237,9790,79,4,160.25
238,5106,22,4,33.0
239,4295,56,1,454.53
240,13246,67,5,310.48
241,25684,55,1,473.82
242,12370,62,3,101.85
243,16021,36,2,186.4
244,13851,77,1,371.15
245,14847,40,2,440.86
246,1216,42,2,78.46
247,23530,25,3,255.49
248,20155,18,1,451.96
249,12668,55,3,303.54
250,27574,48,5,282.27
251,18240,18,2,119.76
252,11717,17,3,59.83
253,14416,66,3,329.06
254,7518,32,3,453.07
255,12749,49,1,19.44
256,22186,16,5,183.9
257,13134,43,1,456.88
258,19911,59,5,34.38
259,22990,3,3,17.69
260,9218,80,4,250.89
261,20865,21,1,436.79
262,3296,13,4,104.08
263,6325,58,2,101.46
264,9665,65,4,493.8
265,6196,65,3,107.43
266,4249,11,4,377.83
267,6096,59,3,316.87
268,20263,55,5,105.56
269,21205,70,2,266.64
270,19768,48,3,170.15
271,15068,36,4,205.04
272,26282,26,3,244.39
273,24599,45,4,203.84
274,485,48,2,470.08
275,23882,30,5,159.24
276,3601,24,4,431.46
277,9836,42,3,110.94
278,20593,53,2,161.07
279,27721,9,4,279.35
280,14023,42,2,94.04
281,27765,11,4,335.22
282,13546,35,1,89.81
283,26114,34,4,240.12
284,16291,59,5,465.92
285,6395,49,2,117.81
286,22837,77,1,95.46
287,14794,3,4,268.52
288,25291,58,3,432.85
289,14057,1,2,174.28
290,1038,28,1,104.02
291,16614,55,4,478.67
292,9523,62,3,189.82
293,14204,22,5,496.69
294,20597,53,4,96.16
295,2055,18,2,38.25
296,8641,58,5,221.99
297,16741,31,2,464.47
298,7872,62,1,202.01
299,10595,42,3,90.08
300,10944,74,2,285.07
301,17699,47,5,445.1
302,18072,35,1,465.59
303,29722,16,3,89.42
304,8541,33,3,318.27
305,2282,41,1,409.15
306,10890,54,1,342.37
307,27232,71,4,318.19
308,6284,40,2,71.02
309,11201,13,1,109.63
310,23710,75,5,102.94
311,19665,79,2,73.59
312,21480,67,2,412.32
313,29903,22,2,295.46
314,13117,79,1,469.13
315,1897,58,1,108.52
316,6198,76,3,489.11
317,2409,73,3,16.12
318,8095,69,4,138.76
319,18194,29,4,483.83
320,17992,40,2,251.0
321,19763,76,1,333.2
322,14608,68,4,316.79
323,17790,56,1,151.97
324,21522,8,4,304.34
325,22367,79,3,471.23
326,18122,22,3,327.76
327,29045,61,4,185.35
328,8555,3,5,202.2
329,10230,70,5,62.83
330,2199,65,4,233.37
331,8940,30,1,42.28
332,14059,55,1,278.86
333,26200,3,1,429.18
334,29735,75,1,282.41
335,26075,33,4,363.08
336,12501,15,3,265.53
337,3161,35,3,382.74
338,8774,6,2,77.36
339,24358,45,5,51.99
340,21364,74,3,169.62
341,29212,53,4,49.11
342,17851,13,5,231.45
343,28142,76,1,265.17
344,18824,74,3,221.61
345,3110,6,1,297.2
346,17157,71,4,123.74
347,29135,59,2,391.37
348,16033,20,3,293.33
349,27662,21,4,90.86
350,22252,63,3,422.11
351,4843,15,3,196.02
352,12196,63,4,390.35
353,23210,66,1,54.95
354,1626,31,4,276.51
355,25199,11,5,207.67
356,27192,18,2,135.3
357,5266,62,5,188.57
358,19900,39,2,157.16
359,8000,59,1,445.98
360,3754,34,3,86.19
361,18439,52,1,424.12
362,22249,70,3,235.59
363,12171,39,2,375.31
364,22625,5,1,488.22
365,3511,71,3,421.93
366,13954,71,2,294.33
367,27597,47,5,56.6
368,29222,80,3,195.68
369,23367,22,2,276.67
370,16920,17,4,159.69
371,24467,20,3,234.48
372,4035,42,2,146.85
373,6080,58,3,318.42
374,8382,3,1,306.69
375,14882,39,5,257.76
376,16581,49,1,197.37
377,12489,28,2,92.58
378,27981,67,3,364.27
379,29440,52,3,27.27
380,24490,70,3,41.61
381,15244,69,3,161.12
382,10804,21,5,239.48
383,19312,7,3,356.64
384,7448,77,5,324.4
385,9495,34,2,498.34
386,19327,43,1,298.58
387,13847,43,3,375.67
388,6728,48,4,332.13
389,21192,76,2,388.19
390,14091,52,5,45.81
391,27301,9,1,43.07
392,10978,39,4,71.08
393,7968,73,3,228.4
394,13893,45,1,11.92
395,7622,40,2,295.06
396,14787,69,1,436.54
397,26237,74,2,133.3
398,14138,10,5,201.66
399,11964,33,4,317.24
400,23352,69,5,54.89
401,7262,31,2,143.24
402,16196,67,3,325.51
403,18787,64,2,84.57
404,13017,68,5,401.0
405,3408,80,5,491.36
406,887,57,5,111.16
407,6040,72,2,455.51
408,23193,48,4,92.95
409,26219,37,1,226.45
410,21313,22,5,277.59
411,24291,38,5,210.3
412,28231,1,1,319.73
413,6884,35,5,110.48
414,26924,59,4,209.42
415,11493,19,2,265.99
416,26473,1,5,411.56
417,2636,48,2,262.22
418,24676,18,4,151.03
419,15025,13,3,427.19
420,2103,10,3,252.47
421,15058,14,5,262.69
422,16256,58,4,298.31
423,12921,61,4,250.42
424,11118,61,3,121.96
425,10945,77,1,398.05
426,21779,35,1,55.43
427,16324,13,3,104.87
428,22026,76,3,251.51
429,17359,60,3,380.59
430,28583,75,3,413.75
431,2409,73,2,118.98
432,10967,27,1,462.99
433,10473,15,4,220.53
434,3944,27,2,412.61
435,10082,4,4,356.73
436,7686,18,1,371.61
437,11811,24,4,457.45
438,2164,79,5,449.75
439,9414,61,3,92.07
440,21847,12,5,350.15
441,6287,57,2,52.77
442,28701,44,3,258.23
443,3841,42,3,404.09
444,3357,47,2,331.79
445,6570,65,5,489.71
446,24050,23,3,388.25
447,1391,73,5,184.06
448,22810,63,1,355.56
449,740,35,1,457.74
450,10041,57,1,40.48
451,28182,34,1,11.8
452,18330,26,5,344.27
453,29313,9,4,268.4
454,25618,14,1,208.53
455,26603,16,1,206.79
456,1731,60,5,327.63
457,26537,48,2,53.86
458,1275,43,2,259.85
459,17102,12,2,339.62
460,14035,69,1,94.78
461,12679,36,5,197.92
462,18130,70,2,407.69
463,1315,73,2,252.65
464,3572,5,1,256.13
465,21705,56,4,192.54
466,23887,59,1,452.18
467,19000,59,5,207.62
468,10372,51,3,280.45
469,3150,64,2,194.27
470,12605,70,2,69.25
471,29955,39,5,124.62
472,19598,5,5,442.47
473,7341,76,1,400.88
474,8442,55,2,474.93
475,539,50,5,465.55
476,3964,10,3,273.85
477,10468,23,4,277.28
478,9432,10,3,483.81
479,2694,38,1,34.41
480,28896,47,3,63.84
481,18981,40,2,379.05
482,21214,59,1,263.76
483,9925,69,4,129.47
484,16674,59,1,331.5
485,863,17,5,184.08
486,12630,57,3,242.68
487,10475,30,5,423.75
488,23251,31,1,306.97
489,8241,3,4,284.09
490,28679,51,1,164.26
491,28008,26,5,28.72
492,14126,48,4,28.38
493,803,51,3,14.6
494,10631,5,1,162.77
495,18844,64,5,175.99
496,6768,67,5,103.2
497,26885,12,5,473.3
498,18404,50,4,60.28
499,26489,24,3,15.86
500,5487,59,1,55.37
501,29767,55,3,175.34
502,2423,72,3,85.0
503,7968,80,2,479.97
504,19538,16,5,469.48
505,5089,6,4,124.26
506,25712,54,4,362.31
507,3641,25,5,121.29
508,23123,52,2,103.01
509,14783,8,1,207.16
510,24248,50,3,400.01
511,12538,60,1,291.57
512,15470,46,2,215.63
513,5272,45,4,16.49
514,9276,30,5,79.46
515,10168,39,1,251.77
516,6038,8,1,150.79
517,27921,77,4,353.3
518,27075,79,2,394.11
519,28732,75,5,218.42
520,8390,11,4,483.42
521,17258,63,5,30.71
522,13760,33,4,395.46
523,18176,80,2,76.92
524,10016,39,4,239.8
525,9875,70,4,236.57
526,9618,77,4,491.29
527,13955,36,3,300.7
528,10425,57,3,356.29
529,19570,69,5,151.78
530,22648,51,3,153.48
531,18954,69,4,195.93
532,24673,13,2,61.77
533,29885,57,4,317.81
534,19582,69,2,396.9
535,17302,78,3,423.57
536,17204,23,3,376.07
537,16686,36,1,255.03
538,3145,17,1,155.09
539,29525,45,2,220.72
540,22542,48,2,80.03
541,7566,41,1,116.1
542,28050,63,3,319.3
543,16872,22,5,207.95
544,5036,59,2,415.83
545,3616,35,1,193.32
546,2952,6,5,494.0
547,2486,22,3,275.06
548,16844,42,1,30.21
549,6044,69,3,398.74
550,4644,80,3,46.57
551,10212,45,2,396.1
552,28026,44,4,485.88
553,4716,27,2,428.22
554,21120,59,1,297.6
555,13585,13,4,131.67
556,26903,63,1,432.35
557,13287,32,4,349.89
558,27660,23,3,328.8
559,1452,1,4,418.86
560,4073,31,2,231.39
561,4880,74,5,103.38
562,5333,45,4,454.23
563,14010,68,2,268.33
564,2366,24,2,278.44
565,26324,33,1,284.45
566,5637,67,5,190.81
567,28447,65,1,470.68
568,26399,23,4,121.55
569,29379,10,3,169.7
570,8093,57,5,217.48
571,24359,21,3,97.86
572,16290,68,3,63.57
573,12271,13,1,243.86
574,24151,7,5,220.2
575,3144,45,4,316.45
576,18668,45,5,21.69
577,14696,65,3,442.79
578,7166,66,4,349.31
579,8285,66,2,143.0
580,3224,35,1,114.45
581,9631,5,5,278.53
582,29705,60,1,255.4
583,3330,39,2,456.13
584,19002,24,5,20.12
585,4570,19,1,176.83
586,23621,29,3,285.76
587,9464,20,5,49.18
588,25585,68,1,269.38
589,13723,31,3,314.17
590,1905,9,4,231.4
591,19436,31,2,385.56
592,7579,31,1,252.39
593,19815,75,4,35.51
594,29856,41,4,58.03
595,16074,13,2,458.12
596,16562,65,2,233.16
597,7570,1,2,123.57
598,29063,10,3,478.43
599,26283,60,1,382.98
600,29891,29,1,435.65
601,29445,50,3,378.01
602,12740,16,1,394.1
603,20035,40,4,306.49
604,18099,63,5,101.12
605,20892,70,3,415.62
606,19899,37,4,479.91
607,24615,16,2,184.29
608,1293,65,3,402.62
609,29172,60,3,383.47
610,12123,5,4,241.21
611,18606,30,3,21.19
612,15479,41,2,154.98
613,29624,30,4,60.48
614,23437,29,1,158.63
615,14588,72,1,388.62
616,1436,80,4,182.5
617,2967,15,2,421.42
618,29966,9,5,255.59
619,18594,49,5,288.91
620,6973,31,3,120.21
621,17009,41,5,449.92
622,26394,22,3,496.29
623,7468,36,5,369.1
624,23302,35,1,361.59
625,17638,37,4,361.96
626,24311,57,5,146.98
627,14525,9,3,482.5
628,9666,35,2,106.53
629,14509,67,2,78.82
630,15880,55,5,256.53
631,5191,45,3,154.94
632,19230,21,3,461.51
633,22605,76,5,456.56
634,28582,10,5,443.44
635,7081,48,5,334.29
636,27483,30,1,356.08
637,2187,41,2,452.4
638,7711,4,2,40.86
639,23889,71,4,444.82
640,1509,33,3,23.61
641,2737,1,5,254.15
642,14993,47,5,227.12
643,12111,72,4,318.97
644,17818,8,3,388.2
645,14650,26,5,276.91
646,11394,23,5,243.1
647,17273,42,2,366.67
648,20263,9,2,63.07
649,12722,22,3,350.65
650,19070,37,4,278.09
651,7303,55,5,237.58
652,24807,46,3,155.59
653,10488,14,5,166.17
654,5174,62,2,35.72
655,3478,2,1,75.42
656,17297,53,5,123.74
657,4700,45,5,415.1
658,9943,31,2,112.49
659,28313,41,3,196.25
660,8187,55,2,330.06
661,3935,79,1,312.26
662,16941,76,4,262.82
663,1710,37,3,430.17
664,17784,61,5,496.97
665,29677,56,5,10.94
666,26056,2,2,226.37
667,17591,16,3,391.69
668,11870,55,5,220.66
669,26024,71,2,79.44
670,6119,20,4,259.81
671,12522,46,4,103.66
672,22000,53,5,32.88
673,1695,59,5,203.53
674,28841,19,3,420.6
675,8030,76,1,209.92
676,19738,45,2,178.29
677,18099,79,1,167.43
678,28525,45,3,6.5
679,4463,55,2,114.02
680,8324,4,4,315.33
681,2997,6,3,150.47
682,3083,8,2,49.67
683,3256,33,3,396.24
684,831,35,3,474.81
685,25169,14,2,412.96
686,20282,61,5,239.47
687,25378,21,5,182.43
688,20338,9,5,232.57
689,5951,50,2,306.03
690,12541,24,3,71.92
691,18624,78,5,76.12
692,4172,77,3,310.84
693,21457,17,2,230.88
694,19789,35,4,49.65
695,28680,9,2,63.6
696,11337,57,1,65.77
697,17789,30,2,83.01
698,82,53,5,83.3
699,14045,68,2,166.33
700,15465,43,4,86.0
701,10413,16,1,194.15
702,245,33,3,385.51
703,1913,37,1,261.68
704,6215,10,2,373.14
705,28559,31,1,474.67
706,9988,6,2,35.89
707,11861,12,5,153.23
708,17287,40,2,346.95
709,21209,69,2,361.9
710,11543,42,3,244.09
711,19149,50,1,149.69
712,19908,64,5,127.31
713,4430,26,2,147.71
714,13917,70,5,169.01
715,8949,1,4,65.49
716,28229,60,5,405.8
717,19090,7,2,275.76
718,26555,51,5,207.35
719,1655,10,2,326.82
720,29740,76,2,447.12
721,4079,55,1,150.06
722,12136,63,5,464.04
723,22270,69,3,161.42
724,18455,20,1,30.38
725,27721,49,5,167.55
726,5501,27,2,129.12
727,2870,69,3,378.59
728,8412,69,3,94.18
729,9996,49,3,155.95
730,18341,47,4,234.36
731,26870,42,4,13.19
732,12047,11,5,497.08
733,15635,45,1,209.02
734,2658,64,4,414.93
735,10487,58,3,26.62
736,15548,28,5,251.68
737,21067,76,3,310.74
738,29553,20,4,427.75
739,2442,15,4,458.3
740,14457,7,2,210.02
741,21484,34,2,287.89
742,25930,63,3,470.36
743,2673,62,4,237.81
744,6883,63,2,183.53
745,9973,30,2,468.98
746,12295,18,4,163.44
747,25380,77,2,136.88
748,11693,21,4,297.95
749,3938,45,3,396.22
750,17526,25,3,402.07
751,2688,14,4,484.75
752,13851,36,5,10.09
753,17368,43,3,220.87
754,5217,41,5,13.28
755,5403,34,2,121.97
756,5669,48,2,477.43
757,14894,36,1,453.99
758,27363,21,3,219.98
759,27341,64,3,463.12
760,28195,44,4,283.66
761,25954,11,4,112.75
762,1081,51,2,158.82
763,28515,36,1,188.71
764,28309,10,2,284.47
765,3811,4,2,371.45
766,8464,74,4,214.39
767,28907,59,5,337.7
768,21497,33,5,157.4
769,16155,52,1,164.8
770,18438,34,1,25.85
771,4439,67,5,143.78
772,7757,55,2,376.44
773,7629,38,4,414.17
774,6216,44,2,443.15
775,15923,1,5,49.24
776,8357,47,2,271.67
777,26780,53,2,465.82
778,24270,63,3,343.28
779,1209,23,4,308.79
780,20938,1,2,222.37
781,10687,17,2,429.46
782,19793,30,2,477.17
783,25327,21,1,104.43
784,11254,17,5,482.1
785,980,5,4,353.63
786,29451,3,4,267.56
787,13750,79,1,293.75
788,16318,38,4,486.23
789,11935,76,3,341.52
790,18662,59,5,96.58
791,1248,51,5,43.25
792,9740,43,4,191.89
793,15039,18,4,420.4
794,24161,53,5,273.6
795,16067,56,2,152.57
796,25302,22,4,164.64
797,25556,21,3,484.35
798,3163,11,4,385.88
799,25802,7,1,274.5
800,2707,9,2,76.47
801,24098,74,3,176.14
802,21591,26,4,46.14
803,20393,37,5,113.21
804,16237,47,3,168.28
805,17972,51,3,445.93
806,6721,15,4,243.68
807,22313,63,3,133.09
808,16189,62,4,110.87
809,1541,78,5,151.05
810,9752,68,1,189.46
811,10679,1,2,482.47
812,24263,35,4,176.32
813,22339,33,4,231.32
814,21619,9,4,26.72
815,20287,67,4,448.93
816,11156,4,2,466.34
817,20730,75,3,342.41
818,22854,27,2,413.37
819,15558,79,4,364.7
820,9087,3,3,193.81
821,1594,58,5,332.47
822,8036,52,3,370.08
823,496,41,4,297.85
824,26276,65,4,188.23
825,20135,69,5,448.3
826,10162,15,5,250.25
827,16917,65,5,272.64
828,6605,50,2,85.1
829,18521,69,3,390.06
830,17587,49,1,141.18
831,18926,54,3,339.26
832,5808,39,1,433.0
833,1453,63,3,303.4
834,15171,70,3,261.34
835,20205,43,3,166.81
836,6998,6,3,335.38
837,28830,20,2,279.66
838,28588,57,5,331.48
839,28870,63,4,410.17
840,9075,76,4,498.87
841,13951,56,4,389.08
842,10289,64,2,89.2
843,26764,71,5,402.76
844,23068,32,1,423.06
845,7654,7,2,161.02
846,3711,3,1,181.21
847,10073,34,3,249.69
848,12800,29,5,465.19
849,3018,23,1,491.45
850,2833,66,3,499.33
851,9866,31,5,331.17
852,23204,42,4,414.57
853,28151,62,2,277.58
854,11882,31,5,103.76
855,21803,36,5,77.29
856,21004,10,2,457.47
857,7185,78,2,165.64
858,799,69,5,96.39
859,20879,44,4,458.47
860,9780,69,5,299.9
861,28229,48,4,434.31
862,28967,61,4,129.53
863,19129,29,1,251.11
864,11697,36,5,322.34
865,29575,5,1,71.42
866,20076,24,4,420.9
867,14516,78,3,76.69
868,1871,66,2,416.39
869,2999,32,4,463.58
870,17619,69,1,25.65
871,9836,50,5,282.5
872,12485,21,2,228.06
873,27090,3,2,36.41
874,14646,8,4,424.98
875,9680,26,1,380.3
876,15455,67,4,79.91
877,15573,68,3,370.06
878,3277,55,5,282.56
879,25737,69,2,43.43
880,26293,12,4,201.8
881,19782,11,4,69.21
882,21693,61,3,76.61
883,10760,27,5,288.31
884,22951,25,3,442.62
885,16086,79,1,331.74
886,11202,47,3,191.83
887,28428,20,2,422.4
888,18234,5,5,235.83
889,18085,28,3,27.58
890,13002,12,5,444.94
891,19497,57,1,426.67
892,9000,6,4,386.88
893,24676,17,1,472.84
894,14237,58,5,324.77
895,18495,33,1,321.15
896,14937,24,1,286.18
897,22442,39,5,59.89
898,29439,19,5,446.88
899,7236,18,3,268.54
900,28513,73,1,296.71
901,14051,7,4,311.11
902,16377,67,2,436.33
903,6651,31,1,200.46
904,3495,5,2,51.67
905,25102,62,1,329.75
906,10261,49,1,230.62
907,26784,40,4,95.1
908,17622,26,1,62.13
909,15391,77,5,308.51
910,2239,48,3,433.18
911,3422,31,5,42.61
912,13042,78,5,303.32
913,281,44,2,5.36
914,23904,32,3,388.93
915,12896,36,1,54.89
916,8508,76,1,102.26
917,9762,61,5,144.35
918,18925,42,4,72.25
919,29025,20,1,170.11
920,15977,58,3,290.07
921,26625,32,4,289.49
922,25582,40,3,149.77
923,23326,5,3,110.03
924,4328,20,3,336.15
925,21204,38,5,64.28
926,14849,29,5,237.06
927,6586,68,2,300.09
928,16581,80,5,182.42
929,7598,63,4,63.08
930,14398,6,3,106.1
931,6132,75,3,448.63
932,29547,9,4,17.22
933,16357,29,3,411.23
934,29890,53,4,405.47
935,8131,42,3,225.41
936,27431,57,1,460.34
937,12784,17,5,236.08
938,23282,35,5,452.34
939,4193,11,1,212.8
940,18357,32,4,210.94
941,29852,53,5,367.65
942,122,50,1,60.57
943,10649,28,4,36.22
944,10718,47,1,298.25
945,21470,41,3,360.35
946,9947,28,5,152.41
947,13487,72,1,438.87
948,13982,43,3,280.42
949,26341,61,3,429.34
950,7623,42,3,326.09
951,27133,38,3,297.99
952,15098,62,3,447.27
953,11450,79,5,361.5
954,21135,19,4,300.46
955,14140,55,5,368.97
956,750,29,4,463.98
957,27569,39,1,247.25
958,17918,29,3,184.0
959,3985,55,5,259.59
960,23881,53,1,18.71
961,27182,33,4,334.51
962,7283,33,5,422.9
963,21788,51,2,354.27
964,23690,65,1,456.62
965,27891,8,5,134.6
966,18141,78,2,209.35
967,19236,43,1,168.46
968,3836,75,2,288.82
969,9731,63,4,177.38
970,773,19,5,54.9
971,17034,22,4,211.84
972,13771,34,4,12.92
973,15041,35,3,221.71
974,27830,58,2,22.83
975,22540,62,1,78.57
976,14961,72,5,497.78
977,2595,22,5,487.61
978,11957,54,2,22.98
979,1412,74,2,156.46
980,18701,3,5,195.86
981,12082,28,2,112.89
982,7027,78,3,436.76
983,15338,52,1,352.84
984,17475,29,1,56.18
985,15537,1,1,242.96
986,20946,5,3,276.59
987,17800,79,1,479.04
988,6660,55,2,53.39
989,2469,39,3,494.8
990,6804,43,4,190.22
991,18910,67,1,375.61
992,1799,47,1,70.0
993,12652,49,3,178.62
994,16047,2,5,186.6
995,12388,56,5,284.28
996,18152,73,3,120.84
997,12858,44,3,32.11
998,1867,19,3,363.86
999,1629,70,2,89.8
1000,9132,78,3,151.84
1001,14823,22,3,269.41
1002,16271,44,2,411.11
1003,24304,75,1,373.21
1004,7536,45,1,227.48
1005,20169,38,2,308.42
1006,15204,25,3,77.42
1007,13251,20,1,95.74
1008,27864,1,1,129.76
1009,1501,20,2,259.43
1010,21076,8,1,155.41
1011,7837,12,3,477.87
1012,9693,34,3,408.99
1013,20668,12,2,443.03
1014,4729,27,2,242.18
1015,9355,29,3,279.51
1016,2262,65,5,274.88
1017,23826,75,5,137.31
1018,7060,13,1,300.09
1019,27858,73,5,231.75
1020,182,35,1,35.74
1021,5183,33,1,362.16
1022,6924,40,3,437.93
1023,19247,69,4,310.0
1024,750,55,4,438.9
1025,22384,14,1,212.31
1026,1321,56,2,171.78
1027,13492,19,5,274.82
1028,26197,6,4,424.73
1029,20250,74,1,40.28
1030,9259,2,1,117.05
1031,4826,44,5,494.62
1032,28496,59,4,308.18
1033,7874,10,2,164.36
1034,8353,48,1,110.95
1035,14600,16,2,424.69
1036,13866,15,1,106.3
1037,26398,43,5,472.79
1038,1450,50,2,436.58
1039,14744,71,1,439.63
1040,21309,51,2,186.74
1041,29912,49,1,376.79
1042,13049,35,2,378.56
1043,10551,29,4,395.39
1044,18378,73,5,354.71
1045,20960,5,5,347.85
1046,5520,68,3,235.44
1047,2402,38,3,234.31
1048,24204,43,1,157.17
1049,8867,51,5,10.07
1050,9038,12,1,242.8
1051,28316,49,2,110.2
1052,4408,67,4,352.81
1053,13939,52,4,120.73
1054,7127,44,5,401.58
1055,6391,6,3,39.42
1056,2483,22,1,402.42
1057,22884,13,3,5.58
1058,29020,23,1,101.11
1059,27734,27,5,227.53
1060,20684,29,4,185.15
1061,17704,1,5,425.24
1062,18463,28,2,410.5
1063,13845,32,1,47.69
1064,3073,27,1,111.08
1065,25032,58,2,461.97
1066,11081,41,2,66.89
1067,2985,65,2,152.58
1068,16331,67,1,364.76
1069,24431,78,5,443.13
1070,20216,49,4,456.62
