discount_id,product_id,discount_amount,start_date,end_date
129,40,61.71,1736339768,1740230195
130,2,5.07,1736155127,1742495237
131,41,83.96,1737526353,1740495415
132,60,70.87,1737514617,1742739955
133,31,90.54,1737480541,1742391936
134,49,98.45,1736823973,1743412673
135,60,60.53,1737447975,1739551646
136,68,53.98,1736191805,1739848679
137,10,38.99,1737145611,1744011538
138,9,74.78,1737534429,1744155695
139,28,97.46,1737399404,1740112419
140,10,87.58,1736709939,1743317904
141,4,99.19,1736288710,1741287715
142,27,67.03,1736482471,1745892554
143,48,81.03,1736539093,1741727470
144,74,31.99,1736874720,1743796401
145,17,86.7,1738205733,1739148475
146,27,67.78,1736794342,1742055155
147,60,11.84,1736699856,1744570390
148,30,10.13,1737645661,1739390304
149,49,31.68,1736556052,1741038743
150,80,23.4,1736036289,1745831214
151,18,28.23,1737273590,1741227309
152,66,24.32,1737238166,1741441812
153,28,59.78,1736483635,1739778689
154,36,67.16,1736256340,1738943129
155,13,14.97,1735832549,1740733776
156,56,34.84,1738134381,1741164875
157,59,77.26,1737662516,1742984749
158,58,31.38,1738097265,1742689044
159,79,14.2,1738026540,1743586133
160,71,19.26,1735998843,1741427640
161,61,82.12,1737376124,1741417588
162,65,87.41,1737204502,1743391802
163,59,15.82,1736578081,1739761774
164,72,61.71,1738138898,1740602913
165,34,39.5,1738072088,1741607587
166,41,82.14,1737897463,1738867751
167,28,64.97,1736922414,1745368891
168,79,43.46,1738097337,1739886113
169,50,77.32,1736107807,1741401838
170,70,53.19,1736148314,1742159877
171,41,92.26,1736033970,1742916981
172,31,17.12,1738170740,1744768555
173,42,9.66,1736747638,1743033404
174,65,90.66,1737680280,1739940401
175,79,46.6,1735693047,1738523610
176,67,93.91,1735712141,1741457789
177,44,30.91,1738150845,1741981613
178,68,43.64,1737931270,1741234233
179,32,29.87,1735984601,1743667947
180,16,39.27,1737038723,1740910654
181,67,82.83,1736992822,1741832689
182,62,94.32,1736107655,1743581398
183,70,78.69,1737998794,1742962634
184,72,9.86,1736758966,1744283845
185,9,31.27,1736698773,1739913516
186,43,26.43,1736262048,1742191445
187,12,25.71,1735804244,1745195261
188,78,3.21,1737480653,1743421467
189,34,68.72,1737340773,1740755281
190,24,77.83,1737977252,1740257210
191,23,59.19,1737650299,1739152276
192,32,54.03,1736402646,1742278390
193,37,96.49,1735772638,1742500142
194,80,46.56,1736534266,1739771275
195,9,60.9,1736982672,1745523755
196,56,76.39,1737940158,1739849016
197,49,39.81,1736711057,1739761268
198,1,70.84,1736648857,1738339585
199,44,87.89,1736459899,1739377765
200,22,55.35,1735761697,1742369163
201,20,14.86,1736811886,1739299998
202,16,57.21,1737001936,1742456985
203,19,98.58,1735743190,1744290133
204,14,42.41,1736221434,1738357638
205,20,60.33,1737054867,1740390429
206,45,44.56,1737343164,1743129910
207,55,15.34,1737746771,1742041821
208,18,19.64,1736690679,1739019150
209,75,70.96,1737325459,1745758673
210,1,80.54,1737243152,1745439690
211,33,98.48,1737746846,1744897530
212,71,95.31,1736978324,1744729971
213,41,73.16,1736243321,1739064137
214,78,31.52,1737304510,1742408016
215,50,49.52,1737209217,1739601646
216,75,10.49,1737944496,1740019249
217,42,59.63,1736202144,1740794430
218,31,75.95,1737198346,1740687919
219,14,7.19,1738128846,1741103228
220,80,46.86,1735898457,1745822791
221,52,87.24,1737864984,1740447659
222,47,90.69,1737931904,1742262204
223,20,11.85,1736124725,1745363935
224,18,13.07,1735806139,1745741032
225,66,67.09,1738097065,1744935072
226,33,25.9,1736201663,1738985888
227,64,32.02,1737163793,1745218153
228,73,48.22,1735931393,1744780975
229,17,59.26,1736894419,1744064392
230,15,36.35,1737984407,1738700054
231,35,25.51,1737250334,1739367704
232,34,69.43,1735836199,1740102530
233,42,37.53,1737471005,1741376420
234,50,5.97,1736759752,1739507713
235,1,20.91,1736706629,1739942734
236,66,82.62,1737755259,1742253914
237,64,39.43,1735868509,1739464408
238,34,71.53,1735924152,1739228061
239,39,22.56,1737267930,1739901313
240,36,93.44,1736063181,1743560042
241,31,87.38,1737323852,1739204346
242,79,25.29,1736731559,1743417526
243,59,91.5,1737580028,1739952461
244,41,90.87,1736068523,1742698252
245,2,81.95,1738170793,1742422288
246,25,29.14,1737926079,1745593169
247,19,36.89,1738060696,1742232586
248,20,1.56,1737672588,1740907358
249,7,33.03,1736668676,1745162647
250,77,70.9,1736470184,1742861777
251,1,13.59,1737812112,1745946114
252,27,1.3,1736130497,1743145471
253,69,74.04,1736177776,1745553023
254,31,21.47,1737947749,1738821255
255,30,81.36,1736957874,1745501530
256,2,77.43,1737374113,1741573441
257,20,77.38,1737406030,1745543242
258,9,42.32,1738176982,1743265840
259,13,16.11,1737752206,1745029789
260,62,5.94,1735913312,1744376555
261,59,96.5,1736302517,1739767578
262,55,79.01,1735827859,1742915288
263,63,81.06,1738036808,1742619389
264,21,78.43,1737200626,1744122932
265,63,98.68,1735792007,1739625528
266,46,10.19,1738165885,1743223022
267,41,15.32,1737716369,1745601847
268,66,56.98,1738158301,1744414203
269,33,13.61,1737652184,1739207162
270,5,55.61,1736254545,1741630452
271,11,21.74,1736015547,1739925102
272,40,71.1,1736726781,1745501264
273,56,8.56,1737374702,1740746418
274,23,78.94,1736443973,1741322291
275,49,16.87,1736750519,1740832276
276,27,20.45,1736745155,1743629568
277,35,3.07,1737118262,1746011369
278,54,2.87,1736110507,1742994103
279,27,48.39,1736233084,1745700600
280,51,75.64,1737057574,1744022289
281,58,98.3,1736757988,1740897845
282,30,87.86,1736641402,1743250374
283,12,77.72,1737938914,1740074224
284,61,65.48,1735711927,1741602676
285,22,5.7,1736659320,1741691681
286,23,58.97,1736481522,1743458672
287,7,65.28,1738082715,1743597749
288,14,68.53,1737004191,1741378415
289,5,98.28,1737474876,1740041167
290,28,30.52,1737883859,1743154089
291,48,59.83,1735723215,1741757666
292,15,99.42,1735936122,1743808320
293,76,25.48,1737903088,1739426989
294,48,80.71,1738231775,1741226951
295,58,35.73,1738062535,1744770352
296,32,80.98,1736038723,1742895607
297,35,44.08,1736469167,1744096763
298,48,11.9,1736799415,1741278788
299,38,14.79,1737965277,1745212094
300,69,51.66,1737400376,1744895345
301,27,38.35,1736856730,1745208639
302,78,65.55,1737743457,1743336044
303,50,31.83,1736244657,1745414797
304,39,15.35,1737907765,1742643534
305,27,80.85,1737504617,1742180924
306,48,48.63,1737738882,1739656562
307,5,65.52,1738069211,1740448712
308,80,66.32,1737456467,1740840372
309,14,89.22,1737601349,1739378615
310,65,4.74,1736427282,1742588952
311,37,16.98,1737738395,1742546374
312,14,49.69,1737794550,1741181620
313,73,79.58,1736712428,1742151488
314,4,60.61,1736769283,1739267225
315,56,3.95,1738191242,1740203553
316,63,44.04,1737621430,1741305062
317,4,54.84,1736579765,1743780002
318,74,60.26,1736488446,1740547386
319,61,28.64,1736841683,1745186784
320,1,68.25,1736958699,1742225369
321,19,57.92,1736676664,1745310919
322,28,96.4,1735955929,1739220960
323,14,70.66,1736703783,1745140091
324,34,12.51,1735689774,1744380631
325,79,86.72,1736077803,1741455697
326,37,71.26,1736382966,1738364537
327,42,29.25,1737806123,1742895727
328,35,9.11,1737574323,1742547288
329,37,14.03,1736130573,1739702129
330,65,73.04,1738092722,1742438846
331,58,55.9,1736131386,1739945417
332,28,29.61,1735848072,1742315808
333,78,11.66,1735741639,1742375143
334,3,23.2,1737250439,1739525976
335,7,81.0,1738063974,1739628481
336,7,3.95,1736342485,1741743397
337,60,66.9,1738156687,1742460119
338,29,15.83,1735711384,1738809842
339,70,72.14,1738129975,1744661896
340,51,77.12,1737483877,1744179453
341,70,31.61,1736366573,1743425739
342,11,54.74,1736661167,1745570018
343,47,85.9,1736669300,1741434833
344,29,66.17,1738246278,1739142991
345,54,66.36,1736699803,1741549298
346,27,11.28,1736163607,1744887132
347,35,83.56,1737242476,1740570239
348,18,16.83,1737562233,1739090528
349,46,82.15,1737114344,1739854746
350,36,27.92,1738125036,1744068118
351,58,12.22,1737752568,1745680031
352,11,56.72,1737842843,1743674112
353,33,18.14,1736478927,1739247886
354,48,7.04,1738205350,1745447024
355,28,18.27,1736137904,1744520101
356,15,21.59,1738057535,1745049439
357,36,9.5,1735958604,1741532395
358,24,68.93,1738146266,1744197374
359,67,36.11,1736894842,1740813770
360,3,4.47,1737261400,1743556500
361,43,72.13,1737539545,1742875243
362,28,63.39,1736077051,1742102945
363,14,69.25,1737201037,1745258973
364,8,29.57,1737868577,1739587026
365,43,37.94,1737801828,1743605819
366,53,61.83,1738100634,1739517489
367,57,85.13,1735889922,1742510953
368,17,65.96,1736668278,1742709318
369,60,89.96,1736390607,1738552777
370,13,2.01,1735976015,1745947101
371,13,53.67,1737308998,1744367585
372,28,71.82,1736305639,1738999260
373,61,28.71,1736607688,1738806369
374,51,32.56,1736618026,1740794467
375,60,30.94,1737273540,1744058722
376,35,19.06,1737663605,1741931116
377,78,70.39,1737437510,1745614604
378,42,28.53,1736982017,1744155693
379,65,8.37,1736754619,1739201019
380,6,35.28,1737080613,1740391729
381,63,90.75,1736311155,1739573899
382,25,94.12,1737378772,1743315433
383,77,90.72,1736223986,1741520145
384,60,99.13,1737872015,1739731422
385,4,79.31,1738251869,1741824042
386,55,46.79,1736553668,1742597814
387,2,49.78,1738233362,1745236908
388,5,52.6,1737759442,1740462488
389,75,20.52,1737623734,1741743902
390,35,16.46,1736018783,1739176983
391,10,85.38,1736628012,1743003109
392,48,8.98,1737090240,1738495789
393,79,47.26,1737924450,1745489999
394,40,59.28,1736865567,1738286378
395,50,25.96,1736574823,1740792023
396,25,79.07,1736175682,1738797440
397,6,98.9,1737925627,1743399717
398,62,48.08,1737498866,1743294404
399,57,69.9,1737919263,1740030013
400,12,83.1,1737777934,1745984407
401,72,14.98,1737430024,1742090463
402,79,13.11,1737785220,1743885166
403,28,66.71,1736074286,1745850296
404,36,87.28,1737158966,1744481604
405,46,75.72,1737497220,1740942092
406,71,53.38,1736867214,1742416934
407,80,87.74,1737555479,1744552636
408,60,99.8,1736361056,1744607855
409,24,89.96,1736149309,1743472298
410,12,68.46,1736953079,1740330773
411,31,87.42,1736263155,1741389101
412,73,46.82,1737779646,1740817299
413,41,56.64,1737318985,1742853520
414,6,18.66,1738165844,1740037931
415,40,10.85,1737070836,1739320478
416,62,93.76,1737304311,1743816160
417,60,93.06,1736432791,1745638096
418,40,12.01,1737601226,1743269968
419,25,51.81,1736587299,1739620096
420,67,85.87,1735943301,1739904743
421,75,83.81,1738176212,1742756250
422,44,60.98,1736536430,1739694076
423,32,10.92,1738162731,1742334756
424,43,60.71,1736565003,1740305952
425,41,21.43,1736938638,1743704633
426,18,28.24,1736388614,1741753754
427,61,37.21,1738043605,1742673584
428,70,76.31,1736413388,1739103263
429,27,6.13,1735712913,1742350719
430,40,45.89,1736109695,1739708584
431,24,24.65,1736077646,1741365283
432,53,96.15,1737385176,1739704427
433,62,63.83,1736669443,1745157442
434,20,93.27,1737254858,1743405316
435,21,85.02,1736488218,1743683325
436,2,36.38,1736167157,1741135484
437,19,67.79,1736130194,1740049763
438,79,32.75,1736975398,1738353210
439,80,95.25,1735696826,1744743133
440,1,43.17,1735840876,1745769818
441,45,23.93,1738222991,1740398273
442,22,33.54,1736446752,1744859032
443,13,78.0,1736636866,1738735043
444,39,5.54,1737904243,1739625332
445,2,38.54,1735971221,1745553490
446,8,4.11,1737099327,1738649575
447,63,65.53,1737929970,1745175002
448,14,96.78,1737401272,1744133668
449,39,60.72,1736246720,1745112902
450,80,30.85,1738190159,1739511214
451,69,51.71,1737196679,1746001540
452,43,91.71,1737723045,1739290213
453,42,64.38,1737207271,1743189588
454,21,76.74,1736201049,1743441835
455,69,17.22,1737143752,1739543160
456,32,26.84,1737697220,1741727088
457,44,42.6,1737808205,1744412695
458,12,22.59,1736901855,1739112780
459,39,62.44,1737495014,1739518298
460,12,97.29,1736156535,1744993741
461,17,28.68,1736976499,1744540552
462,5,35.59,1736838728,1740780819
463,79,65.2,1736516933,1742208483
464,15,8.71,1735890676,1742914686
465,80,28.91,1736901199,1744817543
466,59,25.09,1735961886,1746031436
467,7,53.69,1736272401,1738643616
468,36,21.27,1736345951,1744777160
469,68,4.9,1737253171,1744574617
470,41,79.87,1737687072,1740653517
471,10,84.94,1737715426,1745952565
472,15,7.61,1736929063,1742966513
473,80,8.71,1737174497,1741315720
474,43,6.81,1737038624,1740447139
475,41,60.72,1738189065,1742581679
476,39,95.87,1735813347,1738673352
477,65,63.01,1737047956,1740833313
478,15,21.3,1737251571,1740120977
479,58,49.71,1736152003,1745626681
480,39,74.61,1737937177,1743789005
481,30,60.54,1736686286,1742791719
482,31,79.87,1735879567,1739712692
483,35,70.09,1737794790,1744369859
484,21,55.16,1737774240,1742381766
485,59,21.21,1736381719,1741225070
486,9,80.65,1737154313,1739449242
487,15,56.71,1737186817,1738558972
488,10,12.81,1737554553,1739850133
489,25,43.13,1736661451,1744424614
490,58,74.82,1736344143,1742931242
491,6,11.29,1737411863,1741380199
492,54,30.93,1737781383,1739567310
493,4,16.91,1736679428,1738719031
494,12,72.48,1735865919,1741658312
495,50,90.04,1736687582,1746027316
496,5,76.51,1737435052,1743934114
497,56,23.61,1737621045,1746014840
498,66,77.54,1736913426,1741613028
499,48,36.57,1736580413,1740920568
500,7,62.01,1737260238,1739014626
501,43,53.98,1736253402,1740762814
502,71,56.06,1737839025,1744894747
503,62,27.73,1736488932,1742101344
504,24,24.06,1737051553,1744261739
505,16,6.49,1737073235,1742403463
506,12,94.27,1738052296,1738291098
507,73,40.9,1735871270,1738663035
508,48,33.52,1736154666,1745891162
509,28,75.5,1737016775,1738884817
510,10,13.59,1737715066,1739934024
511,36,1.59,1737564884,1739900143
512,15,68.6,1736260076,1743327979
513,58,99.09,1736702338,1742254449
514,68,13.1,1736399468,1742444677
515,34,36.41,1736666554,1745884692
516,19,63.02,1737635353,1745568759
517,37,34.93,1737571831,1745518453
518,40,70.13,1737348170,1741349452
519,59,76.19,1737756246,1742740653
520,64,54.52,1736918329,1740137284
521,76,83.38,1736624838,1745752620
522,38,74.48,1736153827,1741179005
523,41,12.35,1737432926,1745710003
524,39,72.01,1736822532,1740805468
525,70,71.15,1735949802,1745736327
526,9,75.55,1737977421,1738785382
527,61,84.35,1738071705,1742241035
528,20,50.7,1735745055,1739061592
529,76,72.06,1735936904,1743732265
530,73,27.35,1737800060,1741417020
531,71,18.04,1737085657,1740622188
532,41,21.02,1737430982,1745359781
533,27,75.52,1737403859,1739036298
534,33,35.33,1736984291,1741127010
535,51,71.79,1738179896,1741287684
536,26,89.56,1736348138,1745543060
537,32,13.42,1737104469,1742374736
538,76,13.84,1737555381,1745206293
539,55,93.18,1736076854,1742010743
540,16,30.01,1736698416,1744078695
541,48,43.0,1736695605,1740125093
542,31,59.19,1736064812,1740922601
543,65,97.35,1737449914,1745845769
544,48,85.47,1738168220,1739453719
545,7,66.01,1736208323,1742994844
546,62,51.28,1737367716,1743252778
547,23,87.6,1736709074,1740747171
548,40,69.94,1737816362,1742566647
549,12,64.42,1738132206,1739421516
550,67,87.18,1737529572,1741266788
551,43,53.65,1737777199,1738931921
552,4,14.04,1735813072,1744562253
553,21,3.34,1737639245,1739569006
554,17,78.89,1735790643,1740277247
555,72,77.48,1736215507,1742364180
556,32,43.29,1737701884,1740233065
557,67,19.47,1736871954,1742353393
558,55,96.92,1735727796,1741388584
559,38,14.3,1737259736,1745593220
560,71,85.25,1736394027,1743779308
561,10,29.36,1737240000,1741396233
562,15,42.64,1737742991,1740594280
563,21,70.09,1735795866,1742958485
564,79,18.02,1736955099,1742368034
565,20,67.41,1736249694,1745386828
566,17,69.72,1737968107,1742102565
567,27,73.46,1737554183,1744943752
568,10,38.35,1737284779,1742205763
569,26,32.05,1737485492,1740347520
570,70,37.28,1737729316,1743039436
571,61,52.53,1737835322,1740544359
572,9,35.87,1738147803,1738517838
573,15,86.05,1735861306,1744943976
574,61,90.7,1737893108,1738564883
575,44,23.13,1736895936,1742085022
576,30,65.66,1736917568,1739010273
577,66,55.07,1737542943,1741693111
578,67,15.6,1735949400,1745775020
579,16,95.65,1735719608,1745163678
580,72,4.32,1735985121,1741537512
581,7,15.49,1736721481,1739176945
582,50,92.62,1737807543,1743531407
583,52,8.23,1736290328,1739841769
584,77,16.87,1736636844,1744256496
585,70,39.45,1736063168,1740319446
586,2,98.84,1736222644,1744826633
587,61,49.07,1735770113,1744821135
588,65,53.24,1735904982,1743849552
589,53,58.8,1735940843,1741394638
590,34,61.26,1737268822,1740247511
591,9,4.11,1737447255,1744594891
592,70,34.62,1736228952,1738951145
593,63,77.85,1736238738,1742595772
594,26,36.41,1738061858,1745701470
595,54,36.63,1736527074,1742693043
596,28,27.37,1737146937,1738372483
597,48,68.55,1736793737,1739324492
598,60,25.19,1737074928,1744175164
599,74,19.19,1736821369,1745859013
600,15,55.21,1736082514,1744607050
601,12,80.85,1736765777,1743217072
602,17,79.41,1738182641,1739328207
603,62,30.83,1738068531,1742635149
604,13,32.96,1736368795,1743841454
605,74,99.26,1736455192,1738422796
606,24,33.43,1736020383,1742859055
607,14,6.41,1736126715,1741740279
608,7,8.8,1736625700,1742606371
609,71,22.45,1736857974,1744830178
610,71,79.27,1738002402,1739929675
611,32,58.62,1736748858,1744014132
612,80,5.9,1736199092,1739261412
613,13,59.37,1737908202,1743537313
614,72,38.03,1736013130,1741882285
615,80,70.6,1736594435,1742193022
616,18,19.14,1736378050,1745269495
617,49,43.32,1736002494,1743026108
618,75,63.87,1737337635,1744126628
619,37,15.81,1736420336,1741844584
620,51,94.08,1736728192,1740998480
621,31,58.31,1737732554,1739968185
622,40,9.34,1736454615,1745317409
623,44,44.46,1738163379,1739830009
624,66,50.28,1736375972,1738519685
625,22,54.9,1737489050,1745631172
626,73,70.89,1736025911,1743470745
627,23,37.45,1737662485,1744088252
628,46,84.61,1738033897,1742304979
629,41,99.08,1736763491,1738449527
630,26,30.21,1737031667,1740375923
631,59,58.85,1737684773,1743763863
632,1,84.05,1737996160,1740438898
633,19,45.32,1736313301,1742066864
634,20,62.55,1737386320,1740267136
635,78,8.9,1736415326,1745685684
636,52,92.07,1736963183,1745345921
637,53,94.36,1735926209,1741202093
638,60,49.06,1737439750,1744906692
639,22,55.14,1737246285,1738371811
640,24,40.96,1738171079,1738659763
641,43,97.87,1737463411,1745489094
642,19,47.44,1735830110,1744865612
643,72,47.01,1737082865,1739334433
644,59,59.91,1736390732,1743208871
645,41,22.62,1737247616,1739267143
646,39,73.05,1737993993,1741850475
647,69,49.01,1737328351,1739969961
648,60,50.31,1737570992,1745279983
649,78,24.7,1737775117,1742448306
650,48,93.31,1737551098,1745090710
651,69,40.51,1737122287,1740051806
652,42,17.05,1737385743,1741310250
653,61,9.76,1738021228,1738710771
654,55,49.68,1736772281,1745961088
655,57,4.71,1736807605,1740495711
656,18,74.03,1737532553,1742129751
657,55,24.08,1738092310,1741155673
658,37,93.89,1736147166,1739306331
659,32,12.11,1735702043,1744122909
660,62,63.39,1737431395,1744765282
661,54,74.16,1737888345,1740757745
662,65,76.72,1738043225,1739628908
663,14,23.25,1736293869,1745141874
664,13,22.29,1737715558,1745167836
665,60,39.61,1738097315,1742020540
666,44,28.51,1738165354,1744292423
667,70,32.92,1737338326,1738338780
668,20,93.64,1737211673,1744216509
669,18,67.82,1736011383,1745661967
670,69,67.89,1736181888,1745407915
671,48,92.06,1736111068,1740003903
672,38,38.13,1737915590,1744741651
673,13,71.54,1737196990,1744181521
674,42,6.63,1735833251,1744096764
675,26,22.34,1736525599,1740495129
676,53,73.88,1737025827,1740585684
677,64,51.04,1737524760,1744384863
678,73,86.69,1736943936,1743093424
679,33,81.04,1736625971,1744414444
680,58,60.73,1738019267,1745802153
681,66,59.4,1735761454,1742267389
682,55,99.77,1737927908,1743357696
683,26,90.65,1738038370,1742441270
684,44,67.17,1737336941,1742066167
685,50,70.58,1735844269,1742894739
686,41,20.27,1736784940,1738924019
687,72,60.67,1738200979,1743447380
688,61,9.62,1737410775,1743818703
689,77,35.7,1736461582,1745528723
690,48,82.86,1736264376,1739474095
691,31,46.77,1737874680,1740477470
692,14,59.67,1736510467,1743503722
693,33,38.6,1736145785,1738258827
694,40,84.36,1736602485,1745903165
695,48,81.99,1736260839,1743678015
696,54,78.89,1736382634,1740934657
697,22,41.38,1736980742,1738494711
698,79,18.48,1736267165,1740803489
699,15,32.72,1737318175,1745737883
700,46,35.83,1737992366,1745356327
701,62,94.57,1736393069,1743785766
702,46,12.58,1737087968,1743868641
703,16,98.15,1735787635,1742212085
704,34,86.21,1736526898,1741254620
705,30,9.07,1737255176,1743057052
706,35,38.25,1738199885,1741151755
707,7,93.42,1736038885,1744948114
708,37,9.26,1736060626,1738777421
709,20,10.21,1736628814,1741309193
710,36,23.94,1738241015,1743150954
711,2,10.43,1736416813,1741203425
712,4,33.41,1736489019,1744275021
713,59,36.33,1736874351,1739109515
714,35,12.44,1738163993,1743527654
715,47,2.81,1735740057,1741743757
716,37,4.91,1737302591,1742020879
717,78,88.18,1738182198,1744042121
718,45,34.74,1735922965,1740365540
719,62,21.87,1738206995,1743966461
720,18,66.72,1736179623,1743927022
721,10,56.8,1738158847,1744032253
722,30,64.53,1738140423,1744626504
723,48,44.05,1737221261,1741573716
724,43,21.17,1737693746,1738926558
725,38,59.2,1736548849,1745282115
726,53,37.36,1737145507,1742102176
727,6,20.0,1736104184,1743049128
728,63,69.61,1736945373,1738649298
729,7,31.37,1735762260,1742748721
730,28,84.87,1737546475,1739357528
731,59,22.4,1737102608,1743110240
732,15,16.26,1737595301,1739709521
733,71,29.49,1737398631,1742210895
734,58,6.18,1735740904,1745540200
735,60,11.12,1736580771,1738932006
736,22,55.74,1736982224,1740985958
737,70,57.86,1735865331,1744728292
738,2,91.17,1737846541,1742421111
739,58,9.82,1736939654,1738733315
740,7,35.21,1736358513,1741104988
741,9,67.89,1736932734,1741760291
742,8,32.77,1736255724,1743840144
743,10,93.22,1737963072,1740778439
744,44,43.24,1737014509,1745589896
745,28,38.83,1736063192,1741700085
746,36,25.54,1737634463,1738258563
747,9,22.59,1737995381,1741943754
748,64,15.27,1737612915,1739396762
749,60,9.81,1735693253,1739656671
750,55,10.95,1735828238,1739701614
751,65,75.23,1736762236,1740000713
752,61,97.86,1737749083,1738306774
753,11,11.39,1736771919,1745271426
754,36,79.5,1736132397,1744831588
755,17,76.58,1736108067,1745035979
756,41,94.58,1737707912,1744289845
757,6,77.28,1735862499,1742677474
758,28,76.15,1737880817,1743639006
759,25,1.59,1736032442,1742668078
760,39,64.15,1735890365,1740915428
761,25,71.96,1737972050,1738642042
762,73,44.14,1736824950,1740933714
763,69,4.21,1736582009,1740116819
764,8,4.24,1737439745,1740054849
765,46,1.97,1736627022,1743003014
766,42,80.11,1737813873,1745281972
767,63,4.58,1736799790,1745400955
768,25,2.28,1737273374,1742521324
769,19,3.48,1737370140,1739365498
770,69,23.77,1735751687,1746015415
771,23,16.36,1736641049,1741934248
772,30,35.46,1736320840,1744401182
773,48,85.31,1738149730,1744076797
774,9,82.91,1737497558,1745570833
775,26,86.24,1738108314,1743894499
